build,HE3-V3-CRAIG-MDH-ANALYTIC-20260826-R7.1-INDEPENDENT-ROPE-BIAS
status,1
rope_bias_bl_mm,2.86464129816635
mae_before_zero_bias_mm,2.9272717774586
mae_before_geometry_mm,0.556664377712894
mae_after_geometry_mm,0.47471866064484
mae_before_mm,2.43472251026976
mae_after_mm,0.47471866064484
max_after_mm,3.04092636768769
iteration,geometry_mae_mm,max_mm,step_scale,rope_bias_bl_mm
0,0.556664377712894,3.51137059039025,0,2.34479257027792
1,0.497984388007202,3.1730082097214,0.125,2.7756618367311
2,0.485291760366781,3.10110439843859,0.03125,2.82886101056733
3,0.479196839418878,3.06641527421985,0.015625,2.85046102010917
4,0.476203593005702,3.04937328257345,0.0078125,2.86010084960923
5,0.47471866064484,3.04092636768769,0.00390625,2.86464129816635
