"Serial","a1_mm","a2_mm","a3_mm","a4_mm","a5_mm","a6_mm","a7_mm","d1_mm","d2_mm","d3_mm","d4_mm","d5_mm","d6_mm","d7_mm","alpha1_deg","alpha2_deg","alpha3_deg","alpha4_deg","alpha5_deg","alpha6_deg","alpha7_deg","q1_counts","q1_deg","q2_counts","q2_deg","q3_counts","q3_deg","q4_counts","q4_deg","q5_counts","q5_deg","q6_counts","q6_deg","q7_counts","q7_deg"
"510900007130100001","0","0","0","0","0","0","0","0","48.6802","492.673","-120.382","317.556","0","93","90.1149","-90.0631","89.9551","-89.6343","90.0097","-89.9718","-0.00870594","0","0","304","0.208740234375","-822","-0.564422607421875","-299","-0.205307006835938","237","0.162734985351563","1122","0.770416259765625","0","0"
"510900007130100002","0","0","0","0","0","0","0","0","48.0382","492.409","-119.901","316.395","0","93","90.0334","-90.0065","89.9205","-90.0433","90.4366","-90.4595","-0.00696524","0","0","540","0.37078857421875","279","0.191574096679688","-95","-0.0652313232421875","-868","-0.59600830078125","-450","-0.308990478515625","0","0"
"510900007130100003","0","0","0","0","0","0","0","0","48.7291","493.015","-119.898","317.74","0","93","90.2534","-90.2473","89.9597","-89.7583","89.8357","-89.7992","-0.0103772","0","0","304","0.208740234375","-822","-0.564422607421875","-299","-0.205307006835938","237","0.162734985351563","1122","0.770416259765625","0","0"
"510900007130100004","0","0","0","0","0","0","0","0","48.6707","492.692","-121.686","316.962","0","93","90.1861","-90.1514","90.0522","-89.6591","89.5417","-89.5067","-0.00175818","0","0","155","0.106430053710938","37","0.0254058837890625","-163","-0.111923217773438","440","0.3021240234375","-151","-0.103683471679688","0","0"
"510900007130100005","0","0","0","0","0","0","0","0","48.5739","492.919","-120.551","317.541","0","93","90.2283","-90.1805","90.0013","-89.7534","89.6914","-89.6887","0","0","0","124","0.08514404296875","-429","-0.294570922851563","-100","-0.06866455078125","280","0.1922607421875","479","0.328903198242188","0","0"
"510900007130100006","0","0","0","0","0","0","0","0","48.1464","492.443","-120.373","317.014","0","93","89.9467","-89.6388","89.85713","-90.0959","89.8314","-89.7721","0","0","0","628","0.43121337890625","-117","-0.0803375244140625","-324","-0.22247314453125","310","0.212860107421875","-68","-0.04669189453125","0","0"
"510900007130100007","0","0","0","0","0","0","0","0","48.6252","492.244","-120.088","316.573","0","93","90.1594","-90.1101","90.0517","-90.0577","90.0671","-89.978","0","0","0","3","0.0020599365234375","-388","-0.26641845703125","-464","-0.318603515625","401","0.275344848632813","-74","-0.050811767578125","0","0"
"510900007130100008","0","0","0","0","0","0","0","0","48.3445","492.447","-119.888","316.695","0","93","90.1396","-90.0481","89.9833","-89.8881","89.852","-89.9025","0","0","0","-58","-0.039825439453125","-42","-0.028839111328125","-458","-0.314483642578125","-193","-0.132522583007813","88","0.0604248046875","0","0"
