build,HE3-V3-CRAIG-MDH-ANALYTIC-LASER-PRIOR-20260826-R6.4-MONITOR
status,1
mae_before_mm,2.41876515046388
mae_after_mm,1.97092922671471
max_after_mm,4.93317310991526
iteration,mae_mm,max_mm,step_scale
0,2.41876515046388,5.82134086683084,0
1,2.10474365873194,5.2029864582791,0.125
2,1.97092922671471,4.93317310991526,0.0625
